ac_no,ac_name,candidate_name,gender,age,category,party,general,postal,total,pct_votes,total_electors,party_group,rank
191,Madurai North,VASANTHAKUMAR S,MALE,52,GENERAL,ADK,167,0,167,0.07,243596,ADK,8
191,Madurai North,SANKARAPANDI P,MALE,35,GENERAL,IND,161,2,163,0.07,243596,IND,9
191,Madurai North,ABUBAKKAR SITHICK J,MALE,46,GENERAL,IND,138,1,139,0.06,243596,IND,10
191,Madurai North,THEIVAMMAL K,FEMALE,38,SC,IND,124,1,125,0.05,243596,IND,11
191,Madurai North,VOLTAIRE M J,MALE,52,GENERAL,SUCI,114,1,115,0.05,243596,SUCI,12
191,Madurai North,ISMAIL D,MALE,39,GENERAL,IND,105,0,105,0.04,243596,IND,13
191,Madurai North,RAAM VISHWAKARMA T,MALE,65,GENERAL,IND,93,1,94,0.04,243596,IND,14
191,Madurai North,KESAVARAJAH J,MALE,30,GENERAL,IND,69,1,70,0.03,243596,IND,15
191,Madurai North,KUPPUSAMY N,MALE,40,GENERAL,IND,49,0,49,0.02,243596,IND,16
192,Madurai South,BOOMINATHAN.M,MALE,61,GENERAL,DMK,62284,528,62812,27.29,230133,DMK+,1
192,Madurai South,SARAVANAN. S.S,MALE,45,GENERAL,ADMK,56005,292,56297,24.46,230133,ADMK+,2
192,Madurai South,ESWARAN.G,MALE,45,GENERAL,MNM,12773,48,12821,5.57,230133,MNM,3
192,Madurai South,ABBAS.M,MALE,50,GENERAL,NTK,10430,53,10483,4.56,230133,NTK,4
192,Madurai South,RAAJALINGAM.SHA,MALE,45,GENERAL,AMMKMNKZ,2662,10,2672,1.16,230133,AMMKMNKZ,5
192,Madurai South,NOTA,,,,NOTA,1532,19,1551,0.67,230133,NOTA,6
192,Madurai South,SARAVANAN.R,MALE,33,GENERAL,IND,254,3,257,0.11,230133,IND,7
192,Madurai South,JEYA.K,FEMALE,45,SC,IND,175,3,178,0.08,230133,IND,8
192,Madurai South,RAJKUMAR(a)MANIKANDAN.K,MALE,45,GENERAL,IND,162,0,162,0.07,230133,IND,9
192,Madurai South,VENGADACHALAPATHY.T.S,MALE,54,GENERAL,IND,158,1,159,0.07,230133,IND,10
192,Madurai South,BHARATHI KANNAMMA. S,THIRD,63,GENERAL,NGPP,140,0,140,0.06,230133,NGPP,11
192,Madurai South,RAVICHANDRAN.V.C,MALE,52,GENERAL,IND,116,0,116,0.05,230133,IND,12
192,Madurai South,SADAM HUSSAIN.K,MALE,31,GENERAL,MIDP,104,0,104,0.05,230133,MIDP,13
192,Madurai South,UMESH.K.R,MALE,60,GENERAL,IND,81,0,81,0.04,230133,IND,14
193,Madurai Central,PALANIVEL THIAGA RAJAN,MALE,55,GENERAL,DMK,72231,974,73205,30.26,241913,DMK+,1
193,Madurai Central,JOTHI MUTHURAMALINGAM N,MALE,54,GENERAL,ADMK,38834,195,39029,16.13,241913,ADMK+,2
193,Madurai Central,MANI B,MALE,46,GENERAL,MNM,14437,58,14495,5.99,241913,MNM,3
193,Madurai Central,PANDIAMMAL J,FEMALE,38,GENERAL,NTK,11156,59,11215,4.64,241913,NTK,4
193,Madurai Central,KREMMER SURESH,MALE,49,GENERAL,IND,4880,27,4907,2.03,241913,IND,5
193,Madurai Central,SIKKANDAR BATCHA G S,MALE,44,GENERAL,SDPI,3327,20,3347,1.38,241913,SDPI,6
193,Madurai Central,NOTA,,,,NOTA,1432,9,1441,0.60,241913,NOTA,7
193,Madurai Central,KRISHNAPRABBU M R,MALE,39,GENERAL,IND,437,3,440,0.18,241913,IND,8
193,Madurai Central,ESWARI M,FEMALE,42,GENERAL,MIDP,285,2,287,0.12,241913,MIDP,9
193,Madurai Central,THAVAMANI A,MALE,55,SC,BSP,283,3,286,0.12,241913,BSP,10
193,Madurai Central,ELANGOVAN R,MALE,49,GENERAL,IND,264,0,264,0.11,241913,IND,11
193,Madurai Central,RAJASURIYAA K R,MALE,26,GENERAL,IND,192,1,193,0.08,241913,IND,12
193,Madurai Central,RAJAKUMAR NAIDU E V S,MALE,51,GENERAL,TTNP,175,1,176,0.07,241913,TTNP,13
193,Madurai Central,SIVASANKAR S,MALE,35,GENERAL,IND,94,0,94,0.04,241913,IND,14
193,Madurai Central,SATHIYENDRAN N,MALE,39,GENERAL,IND,51,0,51,0.02,241913,IND,15
194,Madurai West,RAJU. K,MALE,68,GENERAL,ADMK,83586,297,83883,27.31,307141,ADMK+,1
194,Madurai West,CHINNAMMAL. C,FEMALE,66,GENERAL,DMK,73463,1299,74762,24.34,307141,DMK+,2
194,Madurai West,VETRIKUMARAN. C,MALE,46,GENERAL,NTK,18133,91,18224,5.93,307141,NTK,3
194,Madurai West,MUNIYASAMY. V,MALE,43,GENERAL,MNM,15749,100,15849,5.16,307141,MNM,4
194,Madurai West,BALACHANDRAN. P,MALE,48,GENERAL,DMDK,3384,33,3417,1.11,307141,DMDK,5
194,Madurai West,NAGAJOTHI. K,FEMALE,35,GENERAL,TNLK,2483,26,2509,0.82,307141,TNLK,6
194,Madurai West,NOTA,,,,NOTA,1757,17,1774,0.58,307141,NOTA,7
194,Madurai West,RAMU. N,MALE,38,GENERAL,IND,368,0,368,0.12,307141,IND,8
194,Madurai West,KARTHIKEYAN. R,MALE,41,GENERAL,ABHM,315,3,318,0.10,307141,ABHM,9
194,Madurai West,VENKATESAN. M,MALE,52,GENERAL,IND,126,0,126,0.04,307141,IND,10
194,Madurai West,PREMKUMAR. M,MALE,40,GENERAL,IND,122,0,122,0.04,307141,IND,11
194,Madurai West,ARASU THIRUVALAVAN. K. K,MALE,76,GENERAL,IND,96,1,97,0.03,307141,IND,12
194,Madurai West,SULTHAN BADUSHA. J,MALE,32,GENERAL,AMGRDMK,79,0,79,0.03,307141,AMGRDMK,13
194,Madurai West,ANBUMANIKANDANTAMILSOORIYAN.K,MALE,48,GENERAL,IND,73,0,73,0.02,307141,IND,14
194,Madurai West,SEBASTHIYAN. B,MALE,67,GENERAL,IND,49,0,49,0.02,307141,IND,15
194,Madurai West,SULTHAN BASHA. K,MALE,36,GENERAL,IND,43,1,44,0.01,307141,IND,16
195,Thiruparankundram,"RAJANCHELLAPPA, V.V.",MALE,70,GENERAL,ADMK,103059,624,103683,32.25,321501,ADMK+,1
195,Thiruparankundram,PONNUTHAI,FEMALE,47,GENERAL,CPI(M),73032,1162,74194,23.08,321501,DMK+,2
195,Thiruparankundram,"REVATHY, R.",FEMALE,31,GENERAL,NTK,22582,140,22722,7.07,321501,NTK,3
195,Thiruparankundram,"BHARANIRAJAN, M.",MALE,38,GENERAL,MNM,16662,88,16750,5.21,321501,MNM,4
195,Thiruparankundram,"DAVID ANNADURAI, K.",MALE,43,GENERAL,AMMKMNKZ,10120,70,10190,3.17,321501,AMMKMNKZ,5
195,Thiruparankundram,NOTA,,,,NOTA,2039,34,2073,0.64,321501,NOTA,6
195,Thiruparankundram,"ARUMUGAM, V.",MALE,35,GENERAL,IND,2002,3,2005,0.62,321501,IND,7
195,Thiruparankundram,"SAVITHA, R.",FEMALE,35,GENERAL,AMGRDMK,591,1,592,0.18,321501,AMGRDMK,8
195,Thiruparankundram,"MURUGAN, K.R.",MALE,40,GENERAL,IND,555,7,562,0.17,321501,IND,9
195,Thiruparankundram,"RAJAMANI, V.",MALE,34,GENERAL,NMK,537,1,538,0.17,321501,NMK,10
195,Thiruparankundram,"PACKIYASELVI, K.",FEMALE,32,SC,IND,401,1,402,0.13,321501,IND,11
195,Thiruparankundram,"UKKRA PANDIYAN, S.",MALE,28,GENERAL,IND,301,1,302,0.09,321501,IND,12
195,Thiruparankundram,"PILLAI, M.M.",MALE,64,GENERAL,IND,283,1,284,0.09,321501,IND,13
195,Thiruparankundram,"BALAMURUGAN, R.",MALE,29,GENERAL,IND,256,1,257,0.08,321501,IND,14
195,Thiruparankundram,"KARUNAKARAN, M.",MALE,34,GENERAL,IND,246,0,246,0.08,321501,IND,15
195,Thiruparankundram,"SEKAR, S.",MALE,56,GENERAL,IND,200,0,200,0.06,321501,IND,16
195,Thiruparankundram,"PALANIKUMAR, M.",MALE,37,SC,AMBDKPP,173,4,177,0.06,321501,AMBDKPP,17
195,Thiruparankundram,"MURUGESAN, A.",MALE,53,SC,MIDP,131,0,131,0.04,321501,MIDP,18
195,Thiruparankundram,"RADHA (A) GUNASEKARAN, M.",MALE,39,GENERAL,IND,114,0,114,0.04,321501,IND,20
195,Thiruparankundram,"ILANGOVAN, P.",MALE,49,GENERAL,IND,114,0,114,0.04,321501,IND,19
195,Thiruparankundram,"MOHIDEEN ABDUL KADAR, M.K.",MALE,44,GENERAL,IND,98,0,98,0.03,321501,IND,21
195,Thiruparankundram,"MANIKANDAN, S.",MALE,29,SC,IND,81,1,82,0.03,321501,IND,22
195,Thiruparankundram,"SANKAR THAYAL SHARMA, M.",MALE,37,SC,IND,80,0,80,0.02,321501,IND,23
195,Thiruparankundram,"RAMACHANDRAN, K.",MALE,46,SC,IND,52,1,53,0.02,321501,IND,24
196,Thirumangalam,UDHAYAKUMAR R B,MALE,47,GENERAL,ADMK,99294,1044,100338,35.89,279598,ADMK+,1
196,Thirumangalam,MANIMARAN M,MALE,46,GENERAL,DMK,84381,1870,86251,30.85,279598,DMK+,2
196,Thirumangalam,ATHI NARAYANAN K,MALE,51,GENERAL,AMMKMNKZ,13554,226,13780,4.93,279598,AMMKMNKZ,3
196,Thirumangalam,SARAL M,FEMALE,45,GENERAL,NTK,11375,218,11593,4.15,279598,NTK,4
196,Thirumangalam,RAMKUMAR M,MALE,34,GENERAL,MNM,2748,27,2775,0.99,279598,MNM,5
196,Thirumangalam,VEERANAN S,MALE,28,GENERAL,IND,1566,10,1576,0.56,279598,IND,6
196,Thirumangalam,NOTA,,,,NOTA,958,13,971,0.35,279598,NOTA,7
196,Thirumangalam,RAMANATHAN A,MALE,39,GENERAL,IND,683,1,684,0.24,279598,IND,8
196,Thirumangalam,MUTHUVELRAJ P,MALE,26,SC,IND,501,2,503,0.18,279598,IND,9
196,Thirumangalam,RAMANATHAN M,MALE,43,GENERAL,IND,433,0,433,0.15,279598,IND,10
196,Thirumangalam,RAJANBABU P,MALE,29,SC,IND,276,2,278,0.10,279598,IND,11
196,Thirumangalam,MUTHURAJA M,MALE,41,GENERAL,IND,187,3,190,0.07,279598,IND,12
196,Thirumangalam,RAMAMOORTHI R,MALE,34,GENERAL,IND,163,2,165,0.06,279598,IND,13
196,Thirumangalam,BALAMURUGAN N R,MALE,43,GENERAL,IND,129,2,131,0.05,279598,IND,14
196,Thirumangalam,ARUMUGAM K,MALE,49,SC,LJP,119,3,122,0.04,279598,LJP,16
196,Thirumangalam,NIRMAL M,MALE,39,GENERAL,MIDP,119,3,122,0.04,279598,MIDP,15
196,Thirumangalam,MARIKANNAN A,MALE,41,GENERAL,NDPOSI,95,3,98,0.04,279598,NDPOSI,17
196,Thirumangalam,THIRALIPANDI N,MALE,34,SC,IND,78,4,82,0.03,279598,IND,18
196,Thirumangalam,JEGADEESH KUMAR R,MALE,38,GENERAL,IND,74,1,75,0.03,279598,IND,19
196,Thirumangalam,ALAGARSAMY M,MALE,47,GENERAL,IND,71,0,71,0.03,279598,IND,20
196,Thirumangalam,VAIRASEEMAN G,MALE,35,SC,IND,64,0,64,0.02,279598,IND,21
196,Thirumangalam,DURAIPANDI B,MALE,35,GENERAL,IND,61,1,62,0.02,279598,IND,22
196,Thirumangalam,KALI A,MALE,27,GENERAL,IND,44,1,45,0.02,279598,IND,23
196,Thirumangalam,CHANDRASEKARAN R,MALE,48,GENERAL,IND,42,2,44,0.02,279598,IND,24
196,Thirumangalam,VEERAMANI V,MALE,40,GENERAL,IND,41,1,42,0.02,279598,IND,25
197,Usilampatti,AYYAPPAN P,MALE,56,GENERAL,ADMK,70780,475,71255,24.87,286453,ADMK+,1
197,Usilampatti,KATHIRAVAN P V,MALE,67,GENERAL,DMK,62877,901,63778,22.26,286453,DMK+,2
197,Usilampatti,MAHENDRAN I,MALE,55,GENERAL,AMMKMNKZ,54758,733,55491,19.37,286453,AMMKMNKZ,3
197,Usilampatti,IYNDHUKOVILAN G,MALE,54,GENERAL,NTK,15089,268,15357,5.36,286453,NTK,4
197,Usilampatti,ARUMUGAM K,MALE,51,GENERAL,IND,1238,9,1247,0.44,286453,IND,5
197,Usilampatti,THIRUSELVAM C,MALE,44,SC,PT,1149,12,1161,0.41,286453,PT,6
197,Usilampatti,NOTA,,,,NOTA,1015,17,1032,0.36,286453,NOTA,7
197,Usilampatti,ARASUMAYAN M,MALE,51,GENERAL,AIJYMKG,961,6,967,0.34,286453,AIJYMKG,8
197,Usilampatti,KATHIRAVAN A,MALE,30,GENERAL,IND,523,5,528,0.18,286453,IND,9
197,Usilampatti,Dhanasekaran T,MALE,36,GENERAL,IND,477,1,478,0.17,286453,IND,10
197,Usilampatti,BHARATH V,MALE,29,GENERAL,MIDP,372,6,378,0.13,286453,MIDP,11
197,Usilampatti,ARUNKUMAR M,MALE,33,GENERAL,IND,359,3,362,0.13,286453,IND,12
197,Usilampatti,MAHENDRAN A,MALE,54,SC,IND,247,0,247,0.09,286453,IND,13
197,Usilampatti,ALAGUMURUGESAN K,MALE,59,GENERAL,IND,155,3,158,0.06,286453,IND,14
197,Usilampatti,ANANTHA KUMAR N,MALE,50,GENERAL,IND,69,5,74,0.03,286453,IND,15
198,Andipatti,A.MAHARAJAN,MALE,67,GENERAL,DMK,92057,1484,93541,33.61,278344,DMK+,1
198,Andipatti,A.LOGIRAJAN,MALE,61,GENERAL,ADMK,84542,461,85003,30.54,278344,ADMK+,2
198,Andipatti,R.JEYAKUMAR,MALE,42,GENERAL,AMMKMNKZ,11746,150,11896,4.27,278344,AMMKMNKZ,3
198,Andipatti,A.JEYAKUMAR,MALE,39,GENERAL,NTK,11034,182,11216,4.03,278344,NTK,4
198,Andipatti,S.GUNASEKARAN,MALE,32,GENERAL,MNM,2958,52,3010,1.08,278344,MNM,5
198,Andipatti,NOTA,,,,NOTA,1308,25,1333,0.48,278344,NOTA,6
198,Andipatti,C.KANIVEL,MALE,43,SC,AMPK,650,0,650,0.23,278344,AMPK,7
198,Andipatti,S.VELMANI,MALE,43,SC,IND,566,6,572,0.21,278344,IND,8
198,Andipatti,M.RAGHUNATHAN,MALE,35,GENERAL,IND,457,0,457,0.16,278344,IND,9
198,Andipatti,S.KAMATCHI,MALE,27,SC,BSP,387,5,392,0.14,278344,BSP,10
198,Andipatti,P.PANDIDURAI,MALE,35,SC,IND,226,1,227,0.08,278344,IND,11
198,Andipatti,P.PANIVURAJA,MALE,34,SC,IND,155,1,156,0.06,278344,IND,12
198,Andipatti,P.MARIYAMMAL,FEMALE,51,SC,IND,148,1,149,0.05,278344,IND,13
198,Andipatti,V.JEYAKODI,MALE,45,SC,IND,141,4,145,0.05,278344,IND,14
198,Andipatti,M.EASWARAN,MALE,35,SC,IND,125,2,127,0.05,278344,IND,16
198,Andipatti,BALAMURUGAN RATHINAM,MALE,37,GENERAL,NDPOSI,122,5,127,0.05,278344,NDPOSI,15
198,Andipatti,S.GOVINDHARAJ,MALE,65,GENERAL,AIMGRMMK,112,3,115,0.04,278344,AIMGRMMK,18
198,Andipatti,A.VELUSAMY,MALE,52,GENERAL,APTADMK,114,1,115,0.04,278344,APTADMK,19
198,Andipatti,M.DIVAKAR,MALE,27,GENERAL,IND,115,0,115,0.04,278344,IND,17
198,Andipatti,M.KUMARAN,MALE,52,GENERAL,MIDP,105,4,109,0.04,278344,MIDP,20
198,Andipatti,KASENDRAN @ GAJENDRAN,MALE,27,GENERAL,IND,84,1,85,0.03,278344,IND,21
199,Periyakulam,K.S.SARAVANAKUMAAR,MALE,49,SC,DMK,90360,1891,92251,32.32,285471,DMK+,1
199,Periyakulam,M Murugan,MALE,53,SC,ADMK,70444,486,70930,24.85,285471,ADMK+,2
199,Periyakulam,Dr.K.Kathirkamu,MALE,63,SC,AMMKMNKZ,16317,107,16424,5.75,285471,AMMKMNKZ,3
199,Periyakulam,Vimala,FEMALE,38,SC,NTK,11660,134,11794,4.13,285471,NTK,4
199,Periyakulam,S.PANDIYARAJAN,MALE,43,SC,MNM,5626,54,5680,1.99,285471,MNM,5
199,Periyakulam,NOTA,,,,NOTA,2414,37,2451,0.86,285471,NOTA,6
199,Periyakulam,MADHU BHARATHI,FEMALE,29,SC,IND,622,6,628,0.22,285471,IND,7
199,Periyakulam,MURUGAN,MALE,44,SC,IND,335,4,339,0.12,285471,IND,8
199,Periyakulam,S.Chinnamuthu,MALE,33,SC,MIDP,299,2,301,0.11,285471,MIDP,9
199,Periyakulam,M.RAJENDRAN,MALE,40,SC,IND,237,5,242,0.08,285471,IND,10
199,Periyakulam,A.Murugesan,MALE,42,SC,SUCI,201,1,202,0.07,285471,SUCI,11
199,Periyakulam,"A.C.MOHAN RAJ B.P.T.,",MALE,45,SC,IND,148,1,149,0.05,285471,IND,12
199,Periyakulam,M.Muneeswaran,MALE,37,SC,IND,143,0,143,0.05,285471,IND,13
199,Periyakulam,P.RAMAIYA,MALE,47,SC,IND,112,0,112,0.04,285471,IND,14
199,Periyakulam,M.Muniyappan,MALE,37,SC,IND,94,0,94,0.03,285471,IND,15
199,Periyakulam,C.MAYAZHAKU,MALE,47,SC,IND,56,1,57,0.02,285471,IND,16
200,Bodinayakanur,O.PANNEERSELVAM,MALE,71,GENERAL,ADMK,99296,754,100050,35.88,278815,ADMK+,1
200,Bodinayakanur,THANGATAMILSELVAN,MALE,60,GENERAL,DMK,87142,1887,89029,31.93,278815,DMK+,2
200,Bodinayakanur,M.PREM CHANDAR,MALE,38,GENERAL,NTK,10982,132,11114,3.99,278815,NTK,3
200,Bodinayakanur,M.MUTHUSAMY,MALE,63,GENERAL,AMMKMNKZ,5594,55,5649,2.03,278815,AMMKMNKZ,4
200,Bodinayakanur,P.GANESH KUMAR,MALE,48,GENERAL,MNM,4069,59,4128,1.48,278815,MNM,5
200,Bodinayakanur,NOTA,,,,NOTA,1381,22,1403,0.50,278815,NOTA,6
200,Bodinayakanur,K.I.M HAKKEEM,MALE,50,GENERAL,AITC,552,7,559,0.20,278815,AITC,7
200,Bodinayakanur,TAMILSELVAN,MALE,31,GENERAL,IND,441,2,443,0.16,278815,IND,8
200,Bodinayakanur,G.SENTHIL KUMAR,MALE,38,GENERAL,IND,402,0,402,0.14,278815,IND,9
200,Bodinayakanur,N.SALEEM,MALE,49,GENERAL,IND,353,1,354,0.13,278815,IND,10
200,Bodinayakanur,M.ANANTHARAJ,MALE,30,GENERAL,IND,269,1,270,0.10,278815,IND,11
200,Bodinayakanur,P.KUMARAGURUBARAN,MALE,47,GENERAL,IND,218,1,219,0.08,278815,IND,12
200,Bodinayakanur,ARUN KUMAR,MALE,29,GENERAL,MIDP,139,4,143,0.05,278815,MIDP,13
200,Bodinayakanur,P.NAGENDHREN,MALE,50,SC,IND,133,2,135,0.05,278815,IND,14
200,Bodinayakanur,N.KRISHNAN,MALE,58,GENERAL,IND,125,1,126,0.05,278815,IND,15
200,Bodinayakanur,P.MANIMARAN,MALE,43,GENERAL,IND,108,9,117,0.04,278815,IND,16
200,Bodinayakanur,S.KRISHNAVENI,FEMALE,37,GENERAL,APTADMK,98,2,100,0.04,278815,APTADMK,17
200,Bodinayakanur,C.ANBAZHAKAN,MALE,61,GENERAL,IND,91,3,94,0.03,278815,IND,18
200,Bodinayakanur,THENI.T.KARNAN,MALE,46,GENERAL,ADK,80,0,80,0.03,278815,ADK,19
200,Bodinayakanur,P.KARUPPIAH,MALE,61,SC,BHUDRP,77,0,77,0.03,278815,BHUDRP,20
200,Bodinayakanur,V.RAMPRAKAASH,MALE,43,GENERAL,IND,69,2,71,0.03,278815,IND,21
200,Bodinayakanur,V.NANDHAGOPAL,MALE,48,GENERAL,IND,68,0,68,0.02,278815,IND,22
200,Bodinayakanur,T.RAJA MOHAMED,MALE,48,GENERAL,IND,62,0,62,0.02,278815,IND,23
200,Bodinayakanur,A.ABTHAHIR,MALE,46,GENERAL,IND,53,1,54,0.02,278815,IND,24
200,Bodinayakanur,RAJA MOHAMED,MALE,36,GENERAL,IND,45,3,48,0.02,278815,IND,25
201,Cumbum,N.Eramakrishnan,MALE,72,GENERAL,DMK,102652,2148,104800,36.36,288262,DMK+,1
201,Cumbum,Syedukhan.S.P.M,MALE,73,GENERAL,ADMK,61978,409,62387,21.64,288262,ADMK+,2
201,Cumbum,Suresh.P,MALE,47,GENERAL,AMMKMNKZ,14399,137,14536,5.04,288262,AMMKMNKZ,3
201,Cumbum,Anish Fathima. A,FEMALE,38,GENERAL,NTK,12123,224,12347,4.28,288262,NTK,4
201,Cumbum,Venkidesh.N,MALE,29,GENERAL,MNM,4582,65,4647,1.61,288262,MNM,5
201,Cumbum,NOTA,,,,NOTA,1625,34,1659,0.58,288262,NOTA,6
201,Cumbum,MUTHU MUNEESWARAN.M,MALE,40,GENERAL,IND,450,1,451,0.16,288262,IND,7
201,Cumbum,SARAVANAN.S.R,MALE,42,GENERAL,IND,320,1,321,0.11,288262,IND,8
201,Cumbum,KATHIRAVAN.S,MALE,30,GENERAL,NGPP,232,4,236,0.08,288262,NGPP,9
201,Cumbum,Prakash.P,MALE,37,SC,IND,152,3,155,0.05,288262,IND,10
201,Cumbum,Pandi Selvam.R,MALE,39,GENERAL,APTADMK,148,3,151,0.05,288262,APTADMK,11
201,Cumbum,MUTHUSELVAM.G,MALE,34,GENERAL,IND,134,2,136,0.05,288262,IND,12
201,Cumbum,RADHAKRISHNAN.K,MALE,48,GENERAL,AMPK,121,1,122,0.04,288262,AMPK,13
201,Cumbum,Lal Bahdur Sasthri.V,MALE,55,GENERAL,MIDP,116,4,120,0.04,288262,MIDP,14
201,Cumbum,MARIMUTHU.G,MALE,42,GENERAL,IND,105,1,106,0.04,288262,IND,15
201,Cumbum,THAVIDHU RAJA. A,MALE,31,GENERAL,IND,99,2,101,0.04,288262,IND,16
202,Rajapalayam,THANGAPANDIAN S.,MALE,52,GENERAL,DMK,72712,1446,74158,30.97,239461,DMK+,1
202,Rajapalayam,RAJENTHRABHALAJI K.T,MALE,57,GENERAL,ADMK,69870,390,70260,29.34,239461,ADMK+,2
202,Rajapalayam,JEYARAJ V.,MALE,47,GENERAL,NTK,15456,145,15601,6.52,239461,NTK,3
202,Rajapalayam,KALIMUTHU K.,MALE,59,GENERAL,AMMKMNKZ,7611,53,7664,3.20,239461,AMMKMNKZ,4
202,Rajapalayam,VIVEKANANTHAN S.,MALE,47,GENERAL,MNM,4021,36,4057,1.69,239461,MNM,5
202,Rajapalayam,AYYAR V.K.,MALE,58,SC,PT,3344,40,3384,1.41,239461,PT,6
202,Rajapalayam,NOTA,,,,NOTA,1869,6,1875,0.78,239461,NOTA,7
202,Rajapalayam,MANIKUMAR M.,MALE,36,SC,IND,546,2,548,0.23,239461,IND,8
202,Rajapalayam,JEYAPRAKASH I.,MALE,70,SC,IND,335,1,336,0.14,239461,IND,9
202,Rajapalayam,THANGAPANDI S.,MALE,60,GENERAL,IND,261,3,264,0.11,239461,IND,10
202,Rajapalayam,VIJAYAKUMAR E.,MALE,64,SC,IND,140,0,140,0.06,239461,IND,11
202,Rajapalayam,KALIMUTHU K.,MALE,51,GENERAL,IND,120,0,120,0.05,239461,IND,12
202,Rajapalayam,THANGAPANDI B.,MALE,25,GENERAL,IND,111,1,112,0.05,239461,IND,13
202,Rajapalayam,DHARMALINGAM K.,MALE,50,SC,RPPRINAT,100,3,103,0.04,239461,RPPRINAT,14
202,Rajapalayam,SELVARAJ G.,MALE,52,SC,IND,84,2,86,0.04,239461,IND,15
203,Srivilliputhur,"MANRAJ, E.M.",MALE,43,SC,ADMK,70081,394,70475,28.12,250640,ADMK+,1
203,Srivilliputhur,"MADHAVARAO, P.S.W.",MALE,63,SC,INC,56450,1287,57737,23.04,250640,DMK+,2
203,Srivilliputhur,"SANGEETHAPRIYA, S.",FEMALE,33,SC,AMMKMNKZ,23479,203,23682,9.45,250640,AMMKMNKZ,3
203,Srivilliputhur,"ABINAYA, B.",FEMALE,27,SC,NTK,20038,310,20348,8.12,250640,NTK,4
203,Srivilliputhur,"SHANTHI, S.",FEMALE,35,SC,PT,4917,68,4985,1.99,250640,PT,5
203,Srivilliputhur,"GURUVAIYA, K.",MALE,63,SC,MNM,3468,44,3512,1.40,250640,MNM,6
203,Srivilliputhur,NOTA,,,,NOTA,1642,24,1666,0.66,250640,NOTA,7
203,Srivilliputhur,"IRULANDI, Dr. V.",MALE,66,SC,TNLK,935,7,942,0.38,250640,TNLK,8
203,Srivilliputhur,"MUTHULAKSHMI,R.",FEMALE,34,SC,IND,362,1,363,0.14,250640,IND,9
203,Srivilliputhur,"KANNAN, A.",MALE,33,SC,IND,237,1,238,0.09,250640,IND,10
203,Srivilliputhur,"PANDIYARAJ, K.",MALE,30,SC,AMPK,209,0,209,0.08,250640,AMPK,11
203,Srivilliputhur,"PRABHAKARAN, P.",MALE,30,SC,IND,201,1,202,0.08,250640,IND,12
203,Srivilliputhur,"MAHALAKSHMI, M.",FEMALE,37,SC,IND,189,2,191,0.08,250640,IND,13
203,Srivilliputhur,"VEERAPANDI, K.",MALE,28,SC,MIDP,175,2,177,0.07,250640,MIDP,14
203,Srivilliputhur,"THAMARAISELVAM, K.",MALE,34,SC,IND,163,1,164,0.07,250640,IND,15
203,Srivilliputhur,"GURUVAIYA, G.",MALE,63,SC,IND,148,0,148,0.06,250640,IND,16
204,Sattur,"RAGHURAMAN, A.R.R.",MALE,49,GENERAL,DMK,72949,1225,74174,29.28,253363,DMK+,1
204,Sattur,"RAVICHANDHRAN, R.K.",MALE,60,GENERAL,ADMK,62701,294,62995,24.86,253363,ADMK+,2
204,Sattur,"RAJAVARMAN, M.S.R.",MALE,48,GENERAL,AMMKMNKZ,32693,223,32916,12.99,253363,AMMKMNKZ,3
204,Sattur,"PANDI, K.",MALE,45,GENERAL,NTK,12478,148,12626,4.98,253363,NTK,4
204,Sattur,"BHARATHI, M.",FEMALE,30,GENERAL,IJK,1722,29,1751,0.69,253363,IJK,5
204,Sattur,"MARIKANNAN, G.",MALE,38,SC,PT,1584,15,1599,0.63,253363,PT,6
204,Sattur,NOTA,,,,NOTA,1280,17,1297,0.51,253363,NOTA,7
204,Sattur,"SARAVANAKUMAR, M.",MALE,43,GENERAL,IND,634,1,635,0.25,253363,IND,8
204,Sattur,"SUBRAMANIAN, S.",MALE,45,GENERAL,IND,551,0,551,0.22,253363,IND,9
204,Sattur,"ANGUSAMY, S.",MALE,55,GENERAL,AMPK,411,3,414,0.16,253363,AMPK,10
204,Sattur,"SENTHUR PANDIAN, R.",MALE,47,GENERAL,IND,405,1,406,0.16,253363,IND,11
204,Sattur,"CHELLAPANDIAN, P.",MALE,53,GENERAL,IND,368,1,369,0.15,253363,IND,12
204,Sattur,"RAGU, B.",MALE,38,SC,IND,331,1,332,0.13,253363,IND,13
204,Sattur,"RAMESH, A.",MALE,34,GENERAL,IND,210,0,210,0.08,253363,IND,14
204,Sattur,"RAJKUMAR, R.",MALE,42,GENERAL,MIDP,186,2,188,0.07,253363,MIDP,15
204,Sattur,"JEYAGANESH, K.",MALE,43,GENERAL,VTVTK,166,0,166,0.07,253363,VTVTK,16
204,Sattur,"BALAMURUGAN, K.",MALE,34,GENERAL,IND,156,1,157,0.06,253363,IND,17
204,Sattur,"SUBBURAMAN, P.",MALE,59,GENERAL,AIMGRMMK,153,3,156,0.06,253363,AIMGRMMK,18
204,Sattur,"KARUTHAPANDIAN, S.",MALE,48,GENERAL,IND,136,0,136,0.05,253363,IND,19
204,Sattur,"MARIAPPAN, M.",MALE,44,GENERAL,IND,123,1,124,0.05,253363,IND,20
204,Sattur,"DHAMODHARAN, S.",MALE,62,GENERAL,IND,118,1,119,0.05,253363,IND,21
