ac_no,ac_name,candidate_name,gender,age,category,party,general,postal,total,pct_votes,total_electors,party_group,rank
63,TIRUVANNAMALAI,Kannan. P,MALE,49,GENERAL,VTVTK,256,0,256,0.1,250026,VTVTK,13
63,TIRUVANNAMALAI,Palani. N,MALE,58,GENERAL,IND,219,0,219,0.09,250026,IND,14
63,TIRUVANNAMALAI,Ananth. A. M,MALE,47,SC,IND,212,0,212,0.08,250026,IND,15
63,TIRUVANNAMALAI,Adhithya Palanisamy. A,MALE,40,GENERAL,IND,188,0,188,0.08,250026,IND,16
63,TIRUVANNAMALAI,Arul Anand. V,MALE,48,GENERAL,IND,168,1,169,0.07,250026,IND,17
63,TIRUVANNAMALAI,Nakkiran. A,MALE,51,GENERAL,TPMK,134,1,135,0.05,250026,TPMK,18
63,TIRUVANNAMALAI,Elumalai. C S/o Chinnakuzhanthai,MALE,54,GENERAL,IND,130,0,130,0.05,250026,IND,19
63,TIRUVANNAMALAI,Ramesh. V,MALE,61,GENERAL,IND,129,0,129,0.05,250026,IND,20
63,TIRUVANNAMALAI,Malli. S,FEMALE,30,GENERAL,tavk,121,1,122,0.05,250026,tavk,21
63,TIRUVANNAMALAI,Vignesh. M,MALE,34,GENERAL,IND,93,0,93,0.04,250026,IND,22
63,TIRUVANNAMALAI,Raja. V,MALE,50,SC,IND,90,1,91,0.04,250026,IND,23
63,TIRUVANNAMALAI,Elumalai. C S/o Chinnarasu,MALE,41,GENERAL,IND,87,0,87,0.03,250026,IND,24
63,TIRUVANNAMALAI,Velu. V,MALE,39,GENERAL,ACDP,80,1,81,0.03,250026,ACDP,25
63,TIRUVANNAMALAI,Maheswari. R,FEMALE,50,GENERAL,IND,76,1,77,0.03,250026,IND,26
63,TIRUVANNAMALAI,Venkatesan. M,MALE,43,SC,IND,66,0,66,0.03,250026,IND,27
63,TIRUVANNAMALAI,Marikkannu. E,MALE,33,ST,IND,61,0,61,0.02,250026,IND,28
63,TIRUVANNAMALAI,Anbalagan. M,MALE,63,GENERAL,IND,58,1,59,0.02,250026,IND,29
63,TIRUVANNAMALAI,Velu. K,MALE,42,GENERAL,IND,57,1,58,0.02,250026,IND,30
63,TIRUVANNAMALAI,Moorthy. P,MALE,42,GENERAL,IND,42,0,42,0.02,250026,IND,31
64,KILPENNATHUR,Ramachandran.s,MALE,65,GENERAL,ADMK,89434,1069,90503,37.52,241209,ADMK+,1
64,KILPENNATHUR,Pitchandi.k,MALE,71,GENERAL,DMK,59157,881,60038,24.89,241209,DMK+,2
64,KILPENNATHUR,Raja.d,MALE,33,GENERAL,TVK,58767,363,59130,24.51,241209,TVK+,3
64,KILPENNATHUR,Loganathan.v,MALE,40,GENERAL,NTK,6092,92,6184,2.56,241209,NTK,4
64,KILPENNATHUR,Pichandi.r,MALE,55,GENERAL,IND,603,1,604,0.25,241209,IND,5
64,KILPENNATHUR,Pichandi.d,MALE,61,GENERAL,IND,533,0,533,0.22,241209,IND,6
64,KILPENNATHUR,Nota,,,,NOTA,434,6,440,0.18,241209,NOTA,7
64,KILPENNATHUR,Pichandi.v,MALE,60,GENERAL,IND,302,0,302,0.13,241209,IND,8
64,KILPENNATHUR,Rajasekar.p,MALE,41,GENERAL,tavk,294,1,295,0.12,241209,tavk,9
64,KILPENNATHUR,Dhilipkumar.d,MALE,28,SC,IND,257,3,260,0.11,241209,IND,10
64,KILPENNATHUR,Janakiraman.r,MALE,61,GENERAL,AJPK,226,2,228,0.09,241209,AJPK,11
64,KILPENNATHUR,Rajkumar.r,MALE,38,GENERAL,IND,179,0,179,0.07,241209,IND,12
64,KILPENNATHUR,Shanmugam.a,MALE,58,GENERAL,TPMK,164,1,165,0.07,241209,TPMK,13
64,KILPENNATHUR,Sampathraj.m,MALE,46,GENERAL,IND,151,4,155,0.06,241209,IND,14
64,KILPENNATHUR,Suryaprakash.s,MALE,34,GENERAL,IND,144,2,146,0.06,241209,IND,15
64,KILPENNATHUR,Rajasekar.i,MALE,34,GENERAL,IND,143,0,143,0.06,241209,IND,16
64,KILPENNATHUR,Lokeshwaran.r,MALE,27,GENERAL,ACDP,129,1,130,0.05,241209,ACDP,17
64,KILPENNATHUR,Santhoshkumar.e,MALE,35,SC,IND,75,1,76,0.03,241209,IND,18
64,KILPENNATHUR,Ramachandran.k,MALE,47,GENERAL,IND,56,9,65,0.03,241209,IND,19
64,KILPENNATHUR,Sasikumar.s,MALE,49,GENERAL,IND,52,10,62,0.03,241209,IND,20
64,KILPENNATHUR,Murugan.m,MALE,53,GENERAL,IND,47,0,47,0.02,241209,IND,21
64,KILPENNATHUR,Athiyamaan.m,MALE,33,GENERAL,IND,44,1,45,0.02,241209,IND,22
64,KILPENNATHUR,Ramachandran.k,MALE,55,GENERAL,IND,33,0,33,0.01,241209,IND,23
64,KILPENNATHUR,Ramachandiran.r,MALE,35,SC,IND,27,0,27,0.01,241209,IND,24
65,KALASAPAKKAM,Agri Krishnamurthy. S S,MALE,66,GENERAL,ADMK,88576,1053,89629,38.37,233595,ADMK+,1
65,KALASAPAKKAM,Saravanan. P.s.t,MALE,57,GENERAL,DMK,62130,759,62889,26.92,233595,DMK+,2
65,KALASAPAKKAM,Elumalai. P,MALE,34,GENERAL,TVK,51091,575,51666,22.12,233595,TVK+,3
65,KALASAPAKKAM,Seetha Sivanandam. P,FEMALE,36,GENERAL,NTK,5173,139,5312,2.27,233595,NTK,4
65,KALASAPAKKAM,Santhakumaran. A,MALE,44,ST,IND,686,11,697,0.3,233595,IND,5
65,KALASAPAKKAM,Deiveegan. P,MALE,50,GENERAL,IND,654,0,654,0.28,233595,IND,6
65,KALASAPAKKAM,Krishnamurthy. R,MALE,63,GENERAL,IND,575,1,576,0.25,233595,IND,7
65,KALASAPAKKAM,Balaji. P,MALE,53,GENERAL,IND,433,0,433,0.19,233595,IND,8
65,KALASAPAKKAM,Nota,,,,NOTA,410,13,423,0.18,233595,NOTA,9
65,KALASAPAKKAM,Saravanan. K,MALE,42,GENERAL,IND,404,1,405,0.17,233595,IND,10
65,KALASAPAKKAM,Sathya. V,FEMALE,35,GENERAL,NADLMMKLK,242,3,245,0.1,233595,NADLMMKLK,11
65,KALASAPAKKAM,Kamaraj. G,MALE,46,GENERAL,IND,184,14,198,0.08,233595,IND,12
65,KALASAPAKKAM,Kothandapani. B,MALE,48,SC,IND,173,2,175,0.07,233595,IND,13
65,KALASAPAKKAM,Raja. N,MALE,52,GENERAL,IND,152,4,156,0.07,233595,IND,14
65,KALASAPAKKAM,Manikandan. K,MALE,29,GENERAL,IND,145,2,147,0.06,233595,IND,15
65,KALASAPAKKAM,Krishnamurthy. M,MALE,54,GENERAL,IND,105,0,105,0.04,233595,IND,16
65,KALASAPAKKAM,Saravanan. V,MALE,39,SC,tavk,91,11,102,0.04,233595,tavk,17
65,KALASAPAKKAM,Suman. M,MALE,43,GENERAL,AJPK,87,4,91,0.04,233595,AJPK,18
65,KALASAPAKKAM,Baskaran. R,MALE,52,GENERAL,IND,75,0,75,0.03,233595,IND,19
65,KALASAPAKKAM,Krishnamurthy. S,MALE,56,GENERAL,IND,60,6,66,0.03,233595,IND,20
65,KALASAPAKKAM,Elumalai. S,MALE,46,GENERAL,IND,45,1,46,0.02,233595,IND,21
65,KALASAPAKKAM,Elumalai. T,MALE,61,GENERAL,IND,37,0,37,0.02,233595,IND,22
66,POLUR,Abishek. R,MALE,30,GENERAL,TVK,67203,758,67961,28.91,235091,TVK+,1
66,POLUR,Saravanan. P,MALE,51,GENERAL,DMDK,66907,827,67734,28.81,235091,DMK+,2
66,POLUR,Baskaran. C. R,MALE,64,GENERAL,PMK,60516,928,61444,26.14,235091,ADMK+,3
66,POLUR,Umadevi. A,FEMALE,42,GENERAL,NTK,6270,155,6425,2.73,235091,NTK,4
66,POLUR,Purusothaman. M,MALE,43,GENERAL,IND,1674,0,1674,0.71,235091,IND,5
66,POLUR,Dhavamani. P,MALE,56,GENERAL,ACDP,1322,6,1328,0.56,235091,ACDP,6
66,POLUR,Shanmugavelu. A,MALE,49,GENERAL,VTVTK,962,8,970,0.41,235091,VTVTK,7
66,POLUR,Baskaran. C,MALE,50,GENERAL,IND,905,3,908,0.39,235091,IND,8
66,POLUR,Banupriya. D,FEMALE,43,SC,RPPRINAT,847,22,869,0.37,235091,RPPRINAT,9
66,POLUR,Nota,,,,NOTA,781,17,798,0.34,235091,NOTA,10
66,POLUR,Subha. A,FEMALE,40,GENERAL,IND,422,3,425,0.18,235091,IND,11
66,POLUR,Saravanan. P,MALE,48,GENERAL,IND,327,22,349,0.15,235091,IND,12
66,POLUR,Manikandan. R,MALE,38,GENERAL,AJPK,317,2,319,0.14,235091,AJPK,13
66,POLUR,Syed Mukram. R. N,MALE,39,GENERAL,tavk,244,7,251,0.11,235091,tavk,14
66,POLUR,Ezhil Arasu. M M.a. L.l.m.,MALE,42,GENERAL,IND,143,7,150,0.06,235091,IND,15
66,POLUR,Saravanan. M,MALE,40,GENERAL,IND,135,3,138,0.06,235091,IND,16
67,ARANI,Jayasudha. L,FEMALE,51,GENERAL,ADMK,75881,854,76735,29.92,256474,ADMK+,1
67,ARANI,Mahalakshmi Govarthanan,FEMALE,44,GENERAL,DMK,70213,891,71104,27.72,256474,DMK+,2
67,ARANI,Venkatesh Kumar. D,MALE,49,GENERAL,TVK,70191,666,70857,27.63,256474,TVK+,3
67,ARANI,Dhavamani. R,FEMALE,34,GENERAL,NTK,6722,166,6888,2.69,256474,NTK,4
67,ARANI,Nota,,,,NOTA,694,13,707,0.28,256474,NOTA,5
67,ARANI,Baskaran. S,MALE,47,GENERAL,IND,423,1,424,0.17,256474,IND,6
67,ARANI,Dhamotharan. M,MALE,44,GENERAL,IND,387,0,387,0.15,256474,IND,7
67,ARANI,Mahalakshmi. G,FEMALE,37,GENERAL,IND,357,2,359,0.14,256474,IND,8
67,ARANI,Ganapathy. S,MALE,34,GENERAL,TPMK,355,3,358,0.14,256474,TPMK,9
67,ARANI,Kalaimani. V,MALE,45,GENERAL,AJPK,288,4,292,0.11,256474,AJPK,10
67,ARANI,Sudha. S,FEMALE,41,GENERAL,IND,257,0,257,0.1,256474,IND,11
67,ARANI,Saravanan. S,MALE,52,GENERAL,IND,228,1,229,0.09,256474,IND,12
67,ARANI,Silambarasan. C,MALE,36,SC,IND,202,0,202,0.08,256474,IND,13
67,ARANI,Sakthivel. S,MALE,38,GENERAL,IND,171,13,184,0.07,256474,IND,14
67,ARANI,Sethurama Sasthri. G,MALE,46,SC,IND,178,0,178,0.07,256474,IND,15
67,ARANI,Tamilmannan. D,MALE,65,GENERAL,SMKNK,164,0,164,0.06,256474,SMKNK,16
67,ARANI,Ekambaram. V,MALE,47,GENERAL,IND,122,32,154,0.06,256474,IND,17
67,ARANI,Suresh. S,MALE,36,GENERAL,tavk,131,12,143,0.06,256474,tavk,18
67,ARANI,Mahalakshmi. G,FEMALE,33,GENERAL,IND,115,2,117,0.05,256474,IND,19
67,ARANI,Ammu. V,FEMALE,52,SC,IND,100,4,104,0.04,256474,IND,20
67,ARANI,Jayanthi. M,FEMALE,52,GENERAL,IND,89,1,90,0.04,256474,IND,21
67,ARANI,Selvakotti. E,MALE,46,GENERAL,VTVTK,68,0,68,0.03,256474,VTVTK,22
67,ARANI,Jayanthi. E,FEMALE,44,GENERAL,IND,59,1,60,0.02,256474,IND,23
67,ARANI,Venkatesan. P,MALE,42,SC,IND,53,0,53,0.02,256474,IND,24
67,ARANI,Vinoth. A,MALE,33,GENERAL,IND,47,1,48,0.02,256474,IND,25
68,CHEYYAR,Mukkur N. Subramanian,MALE,67,GENERAL,ADMK,85939,741,86680,36.12,240008,ADMK+,1
68,CHEYYAR,Dusi K Mohan,MALE,68,GENERAL,TVK,65217,382,65599,27.33,240008,TVK+,2
68,CHEYYAR,Jothi. O,MALE,55,GENERAL,DMK,59231,663,59894,24.96,240008,DMK+,3
68,CHEYYAR,Tamilselvan. M,MALE,25,GENERAL,NTK,6941,102,7043,2.93,240008,NTK,4
68,CHEYYAR,Nota,,,,NOTA,939,11,950,0.4,240008,NOTA,5
68,CHEYYAR,Kuttimani. S,MALE,41,GENERAL,VTVTK,397,4,401,0.17,240008,VTVTK,6
68,CHEYYAR,Mohan. R,MALE,30,GENERAL,IND,394,0,394,0.16,240008,IND,7
68,CHEYYAR,Durugan. M,MALE,58,SC,VBA,333,1,334,0.14,240008,VBA,8
68,CHEYYAR,Arjunan. M,MALE,50,SC,IND,320,0,320,0.13,240008,IND,9
68,CHEYYAR,Srinivasan. K,MALE,46,GENERAL,AJPK,257,2,259,0.11,240008,AJPK,10
68,CHEYYAR,Venkatesan. V,MALE,70,GENERAL,ANSMK,224,0,224,0.09,240008,ANSMK,11
68,CHEYYAR,Palani. M,MALE,41,GENERAL,tavk,159,23,182,0.08,240008,tavk,12
68,CHEYYAR,Ragupathi. S,MALE,58,GENERAL,ACDP,124,21,145,0.06,240008,ACDP,13
68,CHEYYAR,Chandrasekaran. M,MALE,48,GENERAL,AIJYMKG,143,2,145,0.06,240008,AIJYMKG,14
69,VANDAVASI (SC),Ambethkumar. S,MALE,49,SC,DMK,63011,794,63805,29.87,213574,DMK+,1
69,VANDAVASI (SC),Rani. P,FEMALE,54,SC,ADMK,59842,630,60472,28.31,213574,ADMK+,2
69,VANDAVASI (SC),Udhayakumar. M,MALE,32,SC,TVK,57810,364,58174,27.24,213574,TVK+,3
69,VANDAVASI (SC),Ganesh. R,MALE,42,SC,NTK,5422,73,5495,2.57,213574,NTK,4
69,VANDAVASI (SC),Nota,,,,NOTA,981,7,988,0.46,213574,NOTA,5
69,VANDAVASI (SC),Rani. A,FEMALE,53,SC,IND,672,2,674,0.32,213574,IND,6
69,VANDAVASI (SC),Jaisankar. M,MALE,43,SC,IND,330,1,331,0.15,213574,IND,7
69,VANDAVASI (SC),Ponnambalam. P,MALE,56,SC,IND,262,0,262,0.12,213574,IND,8
69,VANDAVASI (SC),Thamarai Selvi. S,FEMALE,38,SC,tavk,248,4,252,0.12,213574,tavk,9
69,VANDAVASI (SC),Udhayakumar. N,MALE,36,SC,IND,160,27,187,0.09,213574,IND,10
69,VANDAVASI (SC),Muthuperumal. K,MALE,33,SC,AJPK,121,3,124,0.06,213574,AJPK,11
69,VANDAVASI (SC),Kanniyappan. S,MALE,56,SC,IND,117,4,121,0.06,213574,IND,12
69,VANDAVASI (SC),Muthuselvam. V,MALE,38,SC,ACDP,112,1,113,0.05,213574,ACDP,13
69,VANDAVASI (SC),Ambedkar. T,MALE,26,SC,IND,65,39,104,0.05,213574,IND,14
69,VANDAVASI (SC),Rakesh Sharma. R,MALE,37,SC,TK,61,0,61,0.03,213574,TK,15
69,VANDAVASI (SC),Arjunan. M,MALE,50,SC,IND,41,0,41,0.02,213574,IND,16
70,GINGEE,Ganeshkumar A,MALE,41,GENERAL,PMK,77324,877,78201,32.18,242992,ADMK+,1
70,GINGEE,Gingee Masthan K S,MALE,70,GENERAL,DMK,64795,761,65556,26.98,242992,DMK+,2
70,GINGEE,Chandrasekaran B,MALE,41,GENERAL,TVK,61209,400,61609,25.35,242992,TVK+,3
70,GINGEE,Advocate Krishnan E,MALE,36,GENERAL,NTK,6296,75,6371,2.62,242992,NTK,4
70,GINGEE,Nota,,,,NOTA,495,13,508,0.21,242992,NOTA,5
70,GINGEE,Ramesh R,MALE,30,GENERAL,IND,483,0,483,0.2,242992,IND,6
70,GINGEE,Munusamy A,MALE,65,SC,IND,435,0,435,0.18,242992,IND,7
70,GINGEE,Sakthivel A,MALE,45,SC,TK,431,1,432,0.18,242992,TK,8
70,GINGEE,Prabakaran M,MALE,55,GENERAL,IND,431,0,431,0.18,242992,IND,9
70,GINGEE,Rasanayagam N,MALE,55,GENERAL,tavk,415,5,420,0.17,242992,tavk,10
70,GINGEE,Poyyathappan K,MALE,58,GENERAL,IND,411,0,411,0.17,242992,IND,11
70,GINGEE,Rangarajan E,MALE,45,SC,BSP,379,2,381,0.16,242992,BSP,12
70,GINGEE,Devendiran M,MALE,35,SC,IND,319,0,319,0.13,242992,IND,13
70,GINGEE,Perumal N,MALE,56,GENERAL,AJPK,280,5,285,0.12,242992,AJPK,14
70,GINGEE,Thanigaimalai R,MALE,56,GENERAL,ACDP,174,0,174,0.07,242992,ACDP,15
70,GINGEE,Sridhar G,MALE,43,GENERAL,IND,160,0,160,0.07,242992,IND,16
70,GINGEE,Mohan A,MALE,54,GENERAL,IND,153,0,153,0.06,242992,IND,17
70,GINGEE,Mohammad Siddiq M H,MALE,45,GENERAL,VTVTK,127,1,128,0.05,242992,VTVTK,18
70,GINGEE,Gokulraj S,MALE,29,GENERAL,IND,105,8,113,0.05,242992,IND,19
70,GINGEE,Banukumar R,MALE,43,GENERAL,IND,82,0,82,0.03,242992,IND,20
71,MAILAM,Shanmugam C Ve,MALE,61,GENERAL,ADMK,81436,917,82353,39.38,209098,ADMK+,1
71,MAILAM,Vijay Niranjan A,MALE,28,GENERAL,TVK,51983,329,52312,25.02,209098,TVK+,2
71,MAILAM,Venkatesan L,MALE,58,GENERAL,DMDK,45726,541,46267,22.13,209098,DMK+,3
71,MAILAM,Vidjaivikram S,MALE,37,GENERAL,NTK,4341,42,4383,2.1,209098,NTK,4
71,MAILAM,Siva S,MALE,50,SC,IND,551,1,552,0.26,209098,IND,5
71,MAILAM,Gopu V S,MALE,46,GENERAL,IND,536,1,537,0.26,209098,IND,6
71,MAILAM,Ranjith Kumar M,MALE,31,SC,BSP,361,4,365,0.17,209098,BSP,7
71,MAILAM,Ranjitha V,FEMALE,34,GENERAL,IND,356,1,357,0.17,209098,IND,8
71,MAILAM,Vinoth R,MALE,37,GENERAL,TK,332,0,332,0.16,209098,TK,9
71,MAILAM,Nota,,,,NOTA,289,10,299,0.14,209098,NOTA,10
71,MAILAM,Ayyanar N,MALE,53,GENERAL,ACDP,263,1,264,0.13,209098,ACDP,11
71,MAILAM,Tamizharasan M,MALE,33,SC,IND,250,2,252,0.12,209098,IND,12
71,MAILAM,Krishnamurthy K,MALE,43,GENERAL,IND,198,0,198,0.09,209098,IND,13
71,MAILAM,Sundar C,MALE,50,SC,IND,133,0,133,0.06,209098,IND,14
71,MAILAM,Anandhababu M,MALE,40,GENERAL,tavk,120,1,121,0.06,209098,tavk,15
71,MAILAM,Vijayaganth K,MALE,39,GENERAL,IND,97,0,97,0.05,209098,IND,16
71,MAILAM,Manavalan A,MALE,40,SC,AMGRDMK,92,1,93,0.04,209098,AMGRDMK,17
71,MAILAM,Karvannan K,MALE,38,GENERAL,IND,91,1,92,0.04,209098,IND,18
71,MAILAM,Suresh Kumar S,MALE,47,SC,INKK,81,1,82,0.04,209098,INKK,19
71,MAILAM,Sekar Nayakar I M,MALE,63,GENERAL,AIPTMMK,57,2,59,0.03,209098,AIPTMMK,20
71,MAILAM,Purushothaman K,MALE,34,GENERAL,DMSK,46,1,47,0.02,209098,DMSK,21
71,MAILAM,Divya P,FEMALE,32,GENERAL,NIDP,26,0,26,0.01,209098,NIDP,22
72,TINDIVANAM (SC),Vanni Arasu,MALE,55,SC,VCK,63094,739,63833,29.11,219300,DMK+,1
72,TINDIVANAM (SC),Arjunan. P,MALE,56,SC,ADMK,62325,774,63099,28.77,219300,ADMK+,2
72,TINDIVANAM (SC),Sakthivel. S,MALE,45,SC,TVK,60836,323,61159,27.89,219300,TVK+,3
72,TINDIVANAM (SC),Pachimuthu. P,MALE,34,SC,NTK,5205,37,5242,2.39,219300,NTK,4
72,TINDIVANAM (SC),Nota,,,,NOTA,704,10,714,0.33,219300,NOTA,5
72,TINDIVANAM (SC),Vinoth. S,MALE,44,SC,IND,433,2,435,0.2,219300,IND,6
72,TINDIVANAM (SC),Venkatachalapathy. A,MALE,56,SC,BSP,420,2,422,0.19,219300,BSP,7
72,TINDIVANAM (SC),Viswanathan. S.a,MALE,49,SC,IND,208,0,208,0.09,219300,IND,8
72,TINDIVANAM (SC),Mohan. A,MALE,44,SC,MSK,198,3,201,0.09,219300,MSK,9
72,TINDIVANAM (SC),Pon.sivakumar,MALE,51,SC,IND,196,3,199,0.09,219300,IND,10
72,TINDIVANAM (SC),Devakumaran. E,MALE,33,SC,IND,197,1,198,0.09,219300,IND,11
72,TINDIVANAM (SC),Chandaran. A,MALE,41,SC,IND,99,0,99,0.05,219300,IND,12
72,TINDIVANAM (SC),Durkali. N,MALE,36,SC,IND,69,9,78,0.04,219300,IND,13
72,TINDIVANAM (SC),Vanjinathan. C,MALE,49,SC,tavk,72,2,74,0.03,219300,tavk,14
72,TINDIVANAM (SC),Ramneshwaran. V,MALE,38,SC,TK,65,0,65,0.03,219300,TK,15
73,VANUR (SC),Gowtham D,MALE,32,SC,DMK,68418,455,68873,32.81,209885,DMK+,1
73,VANUR (SC),Suresh P,MALE,41,SC,TVK,61589,250,61839,29.46,209885,TVK+,2
73,VANUR (SC),Murugan P,MALE,58,SC,ADMK,53839,354,54193,25.82,209885,ADMK+,3
73,VANUR (SC),Karikalan B,MALE,28,SC,NTK,4654,43,4697,2.24,209885,NTK,4
73,VANUR (SC),Vetrivel G,MALE,34,SC,IND,571,1,572,0.27,209885,IND,5
73,VANUR (SC),Nota,,,,NOTA,510,9,519,0.25,209885,NOTA,6
73,VANUR (SC),Sakthivel S,MALE,51,SC,tavk,283,2,285,0.14,209885,tavk,7
73,VANUR (SC),Vinayagamoorthy M,MALE,39,SC,BSP,265,0,265,0.13,209885,BSP,8
73,VANUR (SC),Radhika S,FEMALE,33,SC,IND,197,0,197,0.09,209885,IND,9
73,VANUR (SC),Sathyaraman P,MALE,43,SC,IND,172,0,172,0.08,209885,IND,10
73,VANUR (SC),Sivakumar R,MALE,50,SC,IND,111,1,112,0.05,209885,IND,11
73,VANUR (SC),Anandakumar P M,MALE,36,SC,TK,95,0,95,0.05,209885,TK,12
73,VANUR (SC),Ayyanar E,MALE,40,SC,IND,93,0,93,0.04,209885,IND,13
73,VANUR (SC),Murali M,MALE,44,SC,IND,83,0,83,0.04,209885,IND,14
73,VANUR (SC),Suresh C V,MALE,41,SC,IND,67,1,68,0.03,209885,IND,15
73,VANUR (SC),Thangarasu N,MALE,41,SC,IND,56,0,56,0.03,209885,IND,16
74,VILUPPURAM,Lakshmanan R,MALE,54,GENERAL,DMK,72041,941,72982,29.67,245994,DMK+,1
74,VILUPPURAM,Mohanraj N,MALE,42,GENERAL,TVK,68287,576,68863,27.99,245994,TVK+,2
74,VILUPPURAM,Vijayasureshbabu,FEMALE,54,GENERAL,ADMK,63118,690,63808,25.94,245994,ADMK+,3
74,VILUPPURAM,Abinaya Ponnivalavan,FEMALE,30,GENERAL,NTK,5690,96,5786,2.35,245994,NTK,4
74,VILUPPURAM,Nota,,,,NOTA,564,9,573,0.23,245994,NOTA,5
74,VILUPPURAM,Kumaran R,MALE,52,GENERAL,tavk,437,3,440,0.18,245994,tavk,6
74,VILUPPURAM,Murugan S,MALE,46,SC,BSP,386,4,390,0.16,245994,BSP,7
74,VILUPPURAM,Mohamed Ali Jinna M,MALE,60,GENERAL,IND,282,0,282,0.11,245994,IND,8
74,VILUPPURAM,Raghul R,MALE,32,SC,IND,277,0,277,0.11,245994,IND,9
74,VILUPPURAM,Lakshmanan R,MALE,58,GENERAL,IND,243,0,243,0.1,245994,IND,10
74,VILUPPURAM,Nagarajan P,MALE,48,GENERAL,VTVTK,230,1,231,0.09,245994,VTVTK,11
74,VILUPPURAM,Lakshmanan R,MALE,46,GENERAL,IND,175,0,175,0.07,245994,IND,12
74,VILUPPURAM,Rajkumar S,MALE,38,GENERAL,IND,172,0,172,0.07,245994,IND,13
74,VILUPPURAM,Arumugam M,MALE,58,GENERAL,IND,150,0,150,0.06,245994,IND,14
74,VILUPPURAM,Lakshmanan K,MALE,43,GENERAL,IND,148,0,148,0.06,245994,IND,15
74,VILUPPURAM,Rayar K,MALE,68,GENERAL,IND,141,1,142,0.06,245994,IND,16
74,VILUPPURAM,Vijaya M,FEMALE,40,GENERAL,IND,141,0,141,0.06,245994,IND,17
74,VILUPPURAM,Vijaya D,FEMALE,52,SC,IND,99,1,100,0.04,245994,IND,18
74,VILUPPURAM,Raman K,MALE,38,GENERAL,IND,94,0,94,0.04,245994,IND,19
74,VILUPPURAM,Vijaya M,FEMALE,51,GENERAL,IND,92,1,93,0.04,245994,IND,20
74,VILUPPURAM,Praveen Kumar R,MALE,26,GENERAL,IND,84,0,84,0.03,245994,IND,21
74,VILUPPURAM,Balamurugan N,MALE,49,GENERAL,IND,75,2,77,0.03,245994,IND,22
74,VILUPPURAM,Akbar Ali P,MALE,57,GENERAL,IND,63,0,63,0.03,245994,IND,23
74,VILUPPURAM,Mohan C,MALE,52,SC,IND,62,0,62,0.03,245994,IND,24
74,VILUPPURAM,Vijaya K,FEMALE,63,GENERAL,IND,46,0,46,0.02,245994,IND,25
75,VIKRAVANDI,Sivakumar C,MALE,52,GENERAL,PMK,69028,699,69727,30.42,229182,ADMK+,1
75,VIKRAVANDI,Vijai Vadivel A,MALE,42,GENERAL,TVK,68088,729,68817,30.03,229182,TVK+,2
75,VIKRAVANDI,Anniyur Siva @ Sivashanmugam A,MALE,54,GENERAL,DMK,60292,649,60941,26.59,229182,DMK+,3
75,VIKRAVANDI,Subha Chandrasekaran A,FEMALE,36,SC,NTK,4895,84,4979,2.17,229182,NTK,4
75,VIKRAVANDI,Settu C,MALE,43,GENERAL,tavk,585,7,592,0.26,229182,tavk,5
75,VIKRAVANDI,Sivakumar S,MALE,48,GENERAL,IND,454,1,455,0.2,229182,IND,6
75,VIKRAVANDI,Inbarasan G,MALE,35,SC,BSP,442,0,442,0.19,229182,BSP,7
75,VIKRAVANDI,Sanmugam B,MALE,27,GENERAL,IND,432,0,432,0.19,229182,IND,8
75,VIKRAVANDI,Nota,,,,NOTA,393,8,401,0.17,229182,NOTA,9
75,VIKRAVANDI,Ramachandran P,MALE,58,GENERAL,ACDP,342,0,342,0.15,229182,ACDP,10
75,VIKRAVANDI,Tamilselvan D,MALE,31,GENERAL,IND,287,1,288,0.13,229182,IND,11
75,VIKRAVANDI,Shanmugam P,MALE,47,GENERAL,IND,244,0,244,0.11,229182,IND,12
75,VIKRAVANDI,Gokul Raj B,MALE,27,GENERAL,IND,204,1,205,0.09,229182,IND,13
75,VIKRAVANDI,Stalin D,MALE,47,GENERAL,AJPK,190,4,194,0.08,229182,AJPK,14
75,VIKRAVANDI,Shanmugam R,MALE,47,GENERAL,IND,157,1,158,0.07,229182,IND,15
75,VIKRAVANDI,Selvakumar S,MALE,30,SC,IND,152,2,154,0.07,229182,IND,16
75,VIKRAVANDI,Backiyalakshmi C,FEMALE,26,SC,TK,141,0,141,0.06,229182,TK,17
75,VIKRAVANDI,Rajaram M,MALE,58,GENERAL,IND,127,0,127,0.06,229182,IND,18
75,VIKRAVANDI,Yeasuraja M,MALE,41,GENERAL,IND,115,0,115,0.05,229182,IND,19
75,VIKRAVANDI,Sakthivel A,MALE,40,GENERAL,IND,104,0,104,0.05,229182,IND,20
75,VIKRAVANDI,Thamizhvengai Ka,MALE,50,GENERAL,DMSK,103,0,103,0.04,229182,DMSK,21
75,VIKRAVANDI,Murugan C,MALE,42,GENERAL,IND,75,1,76,0.03,229182,IND,22
75,VIKRAVANDI,Mohammad Siddiq M H,MALE,45,GENERAL,VTVTK,71,0,71,0.03,229182,VTVTK,23
75,VIKRAVANDI,Ramachandran A,MALE,34,GENERAL,IND,67,1,68,0.03,229182,IND,24
75,VIKRAVANDI,Prabhakaran D,MALE,36,GENERAL,IND,55,0,55,0.02,229182,IND,25
76,TIRUKKOYILUR,Palanisamy S,MALE,64,GENERAL,ADMK,72347,686,73033,30,243404,ADMK+,1
