ac_no,ac_name,candidate_name,gender,age,category,party,general,postal,total,pct_votes,total_electors,party_group,rank
1,GUMMIDIPOONDI,S.vijayakumar,MALE,56,GENERAL,TVK,93820,500,94320,37.11,254175,TVK+,1
1,GUMMIDIPOONDI,Sudhakar.v,MALE,40,GENERAL,ADMK,65894,481,66375,26.11,254175,ADMK+,2
1,GUMMIDIPOONDI,T.j.govindarajan,MALE,65,GENERAL,DMK,61922,570,62492,24.59,254175,DMK+,3
1,GUMMIDIPOONDI,"R.sridar. B.l.,",MALE,54,GENERAL,NTK,4707,49,4756,1.87,254175,NTK,4
1,GUMMIDIPOONDI,Nota,,,,NOTA,931,6,937,0.37,254175,NOTA,5
1,GUMMIDIPOONDI,M.jagadeesan,MALE,34,SC,BSP,695,2,697,0.27,254175,BSP,6
1,GUMMIDIPOONDI,Sdk Sankar,MALE,46,GENERAL,AJPK,593,6,599,0.24,254175,AJPK,7
1,GUMMIDIPOONDI,G.ranjith B.sc.l.l.b,MALE,25,GENERAL,IND,502,1,503,0.2,254175,IND,8
1,GUMMIDIPOONDI,K. Chandra Sekar,MALE,51,GENERAL,VTVTK,335,1,336,0.13,254175,VTVTK,9
1,GUMMIDIPOONDI,D.sudhakar,MALE,35,GENERAL,IND,319,2,321,0.13,254175,IND,10
1,GUMMIDIPOONDI,M.kumaran,MALE,44,GENERAL,IND,260,0,260,0.1,254175,IND,11
1,GUMMIDIPOONDI,D.dinesh,MALE,42,GENERAL,IND,222,0,222,0.09,254175,IND,12
1,GUMMIDIPOONDI,V.sudhakar,MALE,40,GENERAL,IND,217,0,217,0.09,254175,IND,13
1,GUMMIDIPOONDI,T.govindan,MALE,43,GENERAL,IND,205,1,206,0.08,254175,IND,14
1,GUMMIDIPOONDI,Gopal.k,MALE,63,GENERAL,IND,174,3,177,0.07,254175,IND,15
1,GUMMIDIPOONDI,A.h. Siva Ganesh,MALE,43,GENERAL,IND,104,0,104,0.04,254175,IND,16
2,PONNERI (SC),Dr.ravi.m.s,MALE,67,SC,TVK,110051,388,110439,43.93,251421,TVK+,1
2,PONNERI (SC),Durai Chandrasekar,MALE,53,SC,INC,54301,370,54671,21.74,251421,DMK+,2
2,PONNERI (SC),Balaraman.p,MALE,64,SC,ADMK,51160,308,51468,20.47,251421,ADMK+,3
2,PONNERI (SC),Rajathi.m,FEMALE,34,SC,NTK,6633,43,6676,2.66,251421,NTK,4
2,PONNERI (SC),Nota,,,,NOTA,859,6,865,0.34,251421,NOTA,5
2,PONNERI (SC),Santhoshkumar.j,MALE,46,SC,BSP,611,4,615,0.24,251421,BSP,6
2,PONNERI (SC),Malathi.s,FEMALE,28,SC,MMKA,371,0,371,0.15,251421,MMKA,7
2,PONNERI (SC),Ashok Priyadarshan,MALE,47,SC,DMSK,360,6,366,0.15,251421,DMSK,8
2,PONNERI (SC),Raja.s,MALE,46,SC,VBA,295,4,299,0.12,251421,VBA,9
2,PONNERI (SC),Rajasekar.j,MALE,36,SC,IND,288,1,289,0.11,251421,IND,10
2,PONNERI (SC),Nagaiyan.g,MALE,48,SC,IND,227,5,232,0.09,251421,IND,11
2,PONNERI (SC),Venkatesan.s,MALE,43,SC,IND,202,1,203,0.08,251421,IND,12
2,PONNERI (SC),Kotteeswaran. K,MALE,44,SC,tavk,163,3,166,0.07,251421,tavk,13
2,PONNERI (SC),Barathiraja.k,MALE,39,SC,IND,155,4,159,0.06,251421,IND,14
3,TIRUTTANI,G.hari,MALE,65,GENERAL,ADMK,87893,1276,89169,33.97,262500,ADMK+,1
3,TIRUTTANI,M.sathya Kumar,MALE,38,GENERAL,TVK,82608,768,83376,31.76,262500,TVK+,2
3,TIRUTTANI,D.krishnamurthy,MALE,63,GENERAL,DMDK,53976,887,54863,20.9,262500,DMK+,3
3,TIRUTTANI,Chandran .s.s,MALE,27,GENERAL,NTK,6516,188,6704,2.55,262500,NTK,4
3,TIRUTTANI,Nota,,,,NOTA,1180,30,1210,0.46,262500,NOTA,5
3,TIRUTTANI,Krishnamoorthy.m,MALE,53,GENERAL,IND,943,3,946,0.36,262500,IND,6
3,TIRUTTANI,Jambu.b,MALE,35,SC,IND,623,5,628,0.24,262500,IND,7
3,TIRUTTANI,Muthuraj.g,MALE,56,SC,BSP,469,1,470,0.18,262500,BSP,8
3,TIRUTTANI,Krishnamoorthy.d,MALE,45,GENERAL,IND,460,7,467,0.18,262500,IND,9
3,TIRUTTANI,Balaji.a,MALE,37,GENERAL,TK,272,0,272,0.1,262500,TK,10
3,TIRUTTANI,Krishnamoorthy.k,MALE,29,GENERAL,IND,201,9,210,0.08,262500,IND,11
3,TIRUTTANI,Dr.a.v.narendran,MALE,43,GENERAL,IND,197,1,198,0.08,262500,IND,12
3,TIRUTTANI,Shettu.s,MALE,53,SC,IND,152,1,153,0.06,262500,IND,13
3,TIRUTTANI,Pavendhan.y.r,MALE,47,GENERAL,tavk,130,2,132,0.05,262500,tavk,14
4,THIRUVALLUR,Dr. T. Arunkumar,MALE,49,GENERAL,TVK,91683,507,92190,36.71,251111,TVK+,1
4,THIRUVALLUR,V.g. Raajendran,MALE,58,GENERAL,DMK,66729,701,67430,26.85,251111,DMK+,2
4,THIRUVALLUR,Be Vee Ramanah,MALE,58,GENERAL,ADMK,56086,476,56562,22.52,251111,ADMK+,3
4,THIRUVALLUR,K. Senthilkumar,MALE,38,GENERAL,NTK,5452,61,5513,2.2,251111,NTK,4
4,THIRUVALLUR,Nota,,,,NOTA,1122,10,1132,0.45,251111,NOTA,5
4,THIRUVALLUR,S. Rajendran,MALE,62,GENERAL,IND,867,1,868,0.35,251111,IND,6
4,THIRUVALLUR,B. Rajesh Kumar,MALE,42,GENERAL,BSP,668,6,674,0.27,251111,BSP,7
4,THIRUVALLUR,E. Mani,MALE,68,SC,RPPRINAT,644,9,653,0.26,251111,RPPRINAT,8
4,THIRUVALLUR,N. Venkatesan,MALE,50,GENERAL,AJPK,352,2,354,0.14,251111,AJPK,9
4,THIRUVALLUR,G. Rajendiran,MALE,59,GENERAL,IND,223,4,227,0.09,251111,IND,10
4,THIRUVALLUR,E.kothandan,MALE,38,GENERAL,IND,201,2,203,0.08,251111,IND,11
4,THIRUVALLUR,N. Balakrishnan,MALE,49,GENERAL,IND,186,0,186,0.07,251111,IND,12
4,THIRUVALLUR,N. Nagendrababu,MALE,30,GENERAL,IND,184,0,184,0.07,251111,IND,13
4,THIRUVALLUR,E. Rajarathinam,MALE,45,GENERAL,tavk,134,0,134,0.05,251111,tavk,14
4,THIRUVALLUR,R. Ramanan,MALE,56,GENERAL,IND,118,0,118,0.05,251111,IND,15
5,POONAMALLEE (SC),Prakasam.r,MALE,44,SC,TVK,160643,666,161309,43.75,368694,TVK+,1
5,POONAMALLEE (SC),Krishnaswamy.a,MALE,60,SC,DMK,87803,766,88569,24.02,368694,DMK+,2
5,POONAMALLEE (SC),Elumalai.t.a,MALE,62,SC,AMMKMNKZ,43017,263,43280,11.74,368694,ADMK+,3
5,POONAMALLEE (SC),Mekala.j,FEMALE,45,SC,NTK,11616,81,11697,3.17,368694,NTK,4
5,POONAMALLEE (SC),Nota,,,,NOTA,1551,20,1571,0.43,368694,NOTA,5
5,POONAMALLEE (SC),Rajasekaran.k,MALE,33,SC,BSP,852,8,860,0.23,368694,BSP,6
5,POONAMALLEE (SC),Ravikumar.m,MALE,38,SC,IND,352,3,355,0.1,368694,IND,7
5,POONAMALLEE (SC),Dr.jayanthi.r,FEMALE,50,SC,IND,299,5,304,0.08,368694,IND,8
5,POONAMALLEE (SC),Sivakumar.s,MALE,56,SC,IND,297,0,297,0.08,368694,IND,9
5,POONAMALLEE (SC),Velu.s,MALE,49,SC,IND,263,1,264,0.07,368694,IND,10
5,POONAMALLEE (SC),Purushothaman.b,MALE,56,SC,IND,254,1,255,0.07,368694,IND,11
5,POONAMALLEE (SC),Dhasarathan.r,MALE,58,SC,IND,133,0,133,0.04,368694,IND,12
6,AVADI,R.ramesh Kumar,MALE,60,GENERAL,TVK,179472,912,180384,41.32,436522,TVK+,1
6,AVADI,S.m.nasar,MALE,66,GENERAL,DMK,103115,958,104073,23.84,436522,DMK+,2
6,AVADI,Rajasimha Mahendra,MALE,49,GENERAL,BJP,39170,435,39605,9.07,436522,ADMK+,3
6,AVADI,Punitha Shanmugam,FEMALE,32,GENERAL,NTK,16190,145,16335,3.74,436522,NTK,4
6,AVADI,Nota,,,,NOTA,1519,14,1533,0.35,436522,NOTA,5
6,AVADI,S. Charles,MALE,40,SC,BSP,746,15,761,0.17,436522,BSP,6
6,AVADI,R. Bakthavatchalam,MALE,40,SC,AIPTMMK,625,2,627,0.14,436522,AIPTMMK,7
6,AVADI,R.edmund Jayendren,MALE,53,GENERAL,tavk,471,7,478,0.11,436522,tavk,8
6,AVADI,R. Kumar,MALE,49,GENERAL,IND,305,3,308,0.07,436522,IND,9
6,AVADI,P. Chellapandian,MALE,58,GENERAL,IND,254,1,255,0.06,436522,IND,10
6,AVADI,C.s. Karnan,MALE,70,SC,ACDP,222,2,224,0.05,436522,ACDP,11
6,AVADI,G.d. Arunkumar,MALE,30,SC,IND,205,0,205,0.05,436522,IND,12
6,AVADI,R. Manikandan,MALE,33,SC,IND,195,0,195,0.04,436522,IND,13
6,AVADI,P.jayakumar,MALE,50,GENERAL,SMKNK,177,0,177,0.04,436522,SMKNK,14
6,AVADI,S. Senthilkumar,MALE,48,SC,IND,167,0,167,0.04,436522,IND,15
6,AVADI,Senthilkumar. S,MALE,50,GENERAL,APTADMK,156,0,156,0.04,436522,APTADMK,16
6,AVADI,K. Balakrishnan,MALE,47,SC,IND,141,0,141,0.03,436522,IND,17
6,AVADI,M. Erajasimman,MALE,42,SC,IND,105,0,105,0.02,436522,IND,18
6,AVADI,Rajasekar. R,MALE,27,SC,IND,105,0,105,0.02,436522,IND,19
6,AVADI,Uniesh Raj. M,MALE,29,SC,IND,93,1,94,0.02,436522,IND,20
6,AVADI,K. Annamalai,MALE,52,SC,IND,77,0,77,0.02,436522,IND,21
7,MADURAVOYAL,Rhevanth Charan,MALE,30,GENERAL,TVK,141423,302,141725,37.96,373321,TVK+,1
7,MADURAVOYAL,Ganapathy. K,MALE,67,GENERAL,DMK,79667,549,80216,21.49,373321,DMK+,2
7,MADURAVOYAL,P. Benjamin,MALE,56,GENERAL,ADMK,54456,249,54705,14.65,373321,ADMK+,3
7,MADURAVOYAL,Revathi L,FEMALE,32,GENERAL,NTK,12977,47,13024,3.49,373321,NTK,4
7,MADURAVOYAL,Nota,,,,NOTA,1448,14,1462,0.39,373321,NOTA,5
7,MADURAVOYAL,R. Siva,MALE,34,GENERAL,IND,315,7,322,0.09,373321,IND,6
7,MADURAVOYAL,Murali. S,MALE,31,GENERAL,NIDP,298,2,300,0.08,373321,NIDP,7
7,MADURAVOYAL,Agni Selvaraju. J,MALE,43,GENERAL,NADLMMKLK,264,2,266,0.07,373321,NADLMMKLK,8
7,MADURAVOYAL,J. Venkatesan,MALE,51,GENERAL,AIPTMMK,232,1,233,0.06,373321,AIPTMMK,9
7,MADURAVOYAL,S. Benjamin Moses,MALE,38,GENERAL,IND,206,1,207,0.06,373321,IND,10
7,MADURAVOYAL,Ponmuthu Ramesh,MALE,62,GENERAL,IND,200,2,202,0.05,373321,IND,11
7,MADURAVOYAL,K. Venkatesan,MALE,49,GENERAL,VTVTK,171,0,171,0.05,373321,VTVTK,12
7,MADURAVOYAL,N.a. Mani,MALE,30,SC,IND,157,0,157,0.04,373321,IND,13
7,MADURAVOYAL,V. Kamala Kannan,MALE,36,GENERAL,IND,119,0,119,0.03,373321,IND,14
7,MADURAVOYAL,K. Ganapathy,MALE,39,GENERAL,IND,96,3,99,0.03,373321,IND,15
7,MADURAVOYAL,R. Yuvaraj,MALE,27,SC,IND,82,2,84,0.02,373321,IND,16
7,MADURAVOYAL,Vignesh Nandagopal,MALE,31,GENERAL,IND,83,0,83,0.02,373321,IND,17
7,MADURAVOYAL,Saravanan Kumar,MALE,39,GENERAL,IND,78,0,78,0.02,373321,IND,18
7,MADURAVOYAL,Muthuraman. S,MALE,57,GENERAL,AMGRDMK,70,1,71,0.02,373321,AMGRDMK,19
7,MADURAVOYAL,D. Anandan,MALE,52,GENERAL,IND,67,0,67,0.02,373321,IND,21
7,MADURAVOYAL,M. Balasubramanian,MALE,50,GENERAL,IND,67,0,67,0.02,373321,IND,20
7,MADURAVOYAL,M. James,MALE,59,GENERAL,IND,34,0,34,0.01,373321,IND,22
8,AMBATTUR,Balamurugan.g,MALE,44,GENERAL,TVK,132995,344,133339,39.56,337081,TVK+,1
8,AMBATTUR,Dr A.p. Poornima,FEMALE,33,GENERAL,DMK,74156,402,74558,22.12,337081,DMK+,2
8,AMBATTUR,K.n. Sekar,MALE,55,GENERAL,PMK,35826,171,35997,10.68,337081,ADMK+,3
8,AMBATTUR,Silambarasan,MALE,35,GENERAL,NTK,11049,39,11088,3.29,337081,NTK,4
8,AMBATTUR,Nota,,,,NOTA,1474,16,1490,0.44,337081,NOTA,5
8,AMBATTUR,A.kalyanasundaram,MALE,70,GENERAL,NJANP,584,4,588,0.17,337081,NJANP,6
8,AMBATTUR,R.balamurugan,MALE,49,GENERAL,IND,493,0,493,0.15,337081,IND,7
8,AMBATTUR,Dr. J.sailas,FEMALE,42,SC,BSP,441,2,443,0.13,337081,BSP,8
8,AMBATTUR,Dr. S.praveen,MALE,37,GENERAL,IND,305,3,308,0.09,337081,IND,9
8,AMBATTUR,V. Ramkumar,MALE,52,SC,INDSRJP,224,0,224,0.07,337081,INDSRJP,10
8,AMBATTUR,S. Madhavan,MALE,28,SC,IND,179,0,179,0.05,337081,IND,11
8,AMBATTUR,M.s. Arumugam,MALE,61,SC,IND,135,0,135,0.04,337081,IND,12
8,AMBATTUR,K. Sekar,MALE,55,SC,IND,125,2,127,0.04,337081,IND,13
8,AMBATTUR,Rajkumar,MALE,30,GENERAL,tavk,125,2,127,0.04,337081,tavk,14
8,AMBATTUR,S. Janarthanan,MALE,32,SC,IND,125,1,126,0.04,337081,IND,15
8,AMBATTUR,Palani,MALE,46,GENERAL,IND,99,4,103,0.03,337081,IND,17
8,AMBATTUR,G.p. Sekar,MALE,61,GENERAL,IND,102,1,103,0.03,337081,IND,16
8,AMBATTUR,D.k.meshack Kirubakaran,MALE,38,GENERAL,IND,102,0,102,0.03,337081,IND,18
8,AMBATTUR,Jothi.m,FEMALE,41,GENERAL,IND,89,0,89,0.03,337081,IND,19
8,AMBATTUR,Vinayagamoorthy.r,MALE,35,GENERAL,IND,82,1,83,0.02,337081,IND,20
8,AMBATTUR,P. Arumugam,MALE,50,GENERAL,IND,77,0,77,0.02,337081,IND,21
8,AMBATTUR,G. Sampath,MALE,65,GENERAL,IND,71,1,72,0.02,337081,IND,22
8,AMBATTUR,D. Pushpa,FEMALE,50,GENERAL,IND,66,2,68,0.02,337081,IND,23
8,AMBATTUR,D. Jeyaganesh,MALE,46,GENERAL,NIDP,67,0,67,0.02,337081,NIDP,24
9,MADAVARAM,M.l.vijayprabhu,MALE,37,GENERAL,TVK,189784,678,190462,44.1,431866,TVK+,1
9,MADAVARAM,S.sudharsanam,MALE,67,GENERAL,DMK,94782,695,95477,22.11,431866,DMK+,2
9,MADAVARAM,Madhavaram V.moorthy,MALE,67,GENERAL,ADMK,58914,376,59290,13.73,431866,ADMK+,3
9,MADAVARAM,E.krithika,FEMALE,28,GENERAL,NTK,12563,74,12637,2.93,431866,NTK,4
9,MADAVARAM,Nota,,,,NOTA,1383,11,1394,0.32,431866,NOTA,5
9,MADAVARAM,I.raffik,MALE,40,GENERAL,NADLMMKLK,675,1,676,0.16,431866,NADLMMKLK,6
9,MADAVARAM,N.janakiraman,MALE,53,SC,BSP,530,7,537,0.12,431866,BSP,7
9,MADAVARAM,R.karthikeyan,MALE,51,GENERAL,tavk,231,1,232,0.05,431866,tavk,8
9,MADAVARAM,S.sivakumar,MALE,54,GENERAL,IND,198,0,198,0.05,431866,IND,9
9,MADAVARAM,G.prabu,MALE,40,GENERAL,IND,190,1,191,0.04,431866,IND,10
9,MADAVARAM,V.murthy,MALE,56,GENERAL,IND,188,0,188,0.04,431866,IND,11
9,MADAVARAM,A.nagarajan,MALE,39,SC,IND,173,4,177,0.04,431866,IND,12
9,MADAVARAM,Sudarsanam,MALE,67,GENERAL,IND,155,2,157,0.04,431866,IND,13
9,MADAVARAM,C.moorthy,MALE,42,GENERAL,IND,154,0,154,0.04,431866,IND,14
9,MADAVARAM,A.ponnalagan,MALE,60,GENERAL,IND,128,1,129,0.03,431866,IND,15
9,MADAVARAM,R.s.balaji,MALE,53,GENERAL,IND,98,1,99,0.02,431866,IND,16
10,THIRUVOTTIYUR,Senthil Kumar. N,MALE,46,GENERAL,TVK,109788,279,110067,44.94,244931,TVK+,1
10,THIRUVOTTIYUR,Sundararaj. L,MALE,59,GENERAL,CPI(M),56265,238,56503,23.07,244931,DMK+,2
10,THIRUVOTTIYUR,Kuppan. K,MALE,72,GENERAL,ADMK,28190,130,28320,11.56,244931,ADMK+,3
10,THIRUVOTTIYUR,Sathya. B,FEMALE,40,GENERAL,NTK,8380,33,8413,3.43,244931,NTK,4
10,THIRUVOTTIYUR,Michaelraj. M. A,MALE,56,GENERAL,IND,832,6,838,0.34,244931,IND,5
10,THIRUVOTTIYUR,Nota,,,,NOTA,795,10,805,0.33,244931,NOTA,6
10,THIRUVOTTIYUR,Mahendra Kumar. D,MALE,45,GENERAL,BSP,455,3,458,0.19,244931,BSP,7
10,THIRUVOTTIYUR,Vijay. A,MALE,31,SC,IND,310,6,316,0.13,244931,IND,8
10,THIRUVOTTIYUR,Balaruban,MALE,32,GENERAL,IND,307,0,307,0.13,244931,IND,9
10,THIRUVOTTIYUR,Sasirekha. M,FEMALE,55,GENERAL,VTVTK,271,0,271,0.11,244931,VTVTK,10
10,THIRUVOTTIYUR,Dilli Kumar. R,MALE,41,GENERAL,DNA,198,0,198,0.08,244931,DNA,11
10,THIRUVOTTIYUR,Venkataramanan. J,MALE,28,GENERAL,tavk,148,1,149,0.06,244931,tavk,12
10,THIRUVOTTIYUR,Thanikasalam. B,MALE,46,GENERAL,IND,138,1,139,0.06,244931,IND,13
10,THIRUVOTTIYUR,Gopi. K,MALE,35,SC,IND,117,0,117,0.05,244931,IND,14
10,THIRUVOTTIYUR,Janagaraj,MALE,46,GENERAL,IND,109,1,110,0.04,244931,IND,15
10,THIRUVOTTIYUR,Aravind. R,MALE,32,GENERAL,IND,72,5,77,0.03,244931,IND,16
11,DR.RADHAKRISHNAN NAGAR,N. Marie Wilson,MALE,46,GENERAL,TVK,97529,271,97800,49.05,199394,TVK+,1
11,DR.RADHAKRISHNAN NAGAR,J. John Ebenezer,MALE,50,GENERAL,DMK,47907,225,48132,24.14,199394,DMK+,2
11,DR.RADHAKRISHNAN NAGAR,R.s.raajesh,MALE,54,GENERAL,ADMK,26754,138,26892,13.49,199394,ADMK+,3
11,DR.RADHAKRISHNAN NAGAR,Vennila.t,FEMALE,42,GENERAL,NTK,5330,34,5364,2.69,199394,NTK,4
11,DR.RADHAKRISHNAN NAGAR,Nota,,,,NOTA,561,4,565,0.28,199394,NOTA,5
11,DR.RADHAKRISHNAN NAGAR,B.navin,MALE,30,GENERAL,tavk,337,1,338,0.17,199394,tavk,6
11,DR.RADHAKRISHNAN NAGAR,E. Raamadasan,MALE,73,SC,MANAK,236,0,236,0.12,199394,MANAK,7
11,DR.RADHAKRISHNAN NAGAR,D.prabhu,MALE,37,SC,IND,210,1,211,0.11,199394,IND,8
11,DR.RADHAKRISHNAN NAGAR,A.mohanraj,MALE,55,GENERAL,SUCI,178,1,179,0.09,199394,SUCI,9
11,DR.RADHAKRISHNAN NAGAR,J.saravanakumar,MALE,36,GENERAL,IND,149,0,149,0.07,199394,IND,10
11,DR.RADHAKRISHNAN NAGAR,M. Sathish,MALE,42,GENERAL,IND,112,0,112,0.06,199394,IND,11
11,DR.RADHAKRISHNAN NAGAR,K. Murali,MALE,43,GENERAL,IND,91,0,91,0.05,199394,IND,12
11,DR.RADHAKRISHNAN NAGAR,V.sudhakar,MALE,31,GENERAL,IND,86,0,86,0.04,199394,IND,13
11,DR.RADHAKRISHNAN NAGAR,A.vijay,MALE,42,GENERAL,IND,71,0,71,0.04,199394,IND,14
11,DR.RADHAKRISHNAN NAGAR,C. Rajamanickam,MALE,65,GENERAL,IND,65,0,65,0.03,199394,IND,15
11,DR.RADHAKRISHNAN NAGAR,G. Vijay,MALE,29,SC,IND,58,0,58,0.03,199394,IND,16
11,DR.RADHAKRISHNAN NAGAR,G. Bothi Rajan,MALE,45,GENERAL,IND,53,1,54,0.03,199394,IND,17
11,DR.RADHAKRISHNAN NAGAR,L.saravanan,MALE,50,GENERAL,IND,54,0,54,0.03,199394,IND,18
11,DR.RADHAKRISHNAN NAGAR,Manikandan.h,MALE,28,GENERAL,IND,46,1,47,0.02,199394,IND,20
11,DR.RADHAKRISHNAN NAGAR,J.murali Krishnan,MALE,26,GENERAL,IND,47,0,47,0.02,199394,IND,19
11,DR.RADHAKRISHNAN NAGAR,Chandrasekar,MALE,51,GENERAL,MMKA,47,0,47,0.02,199394,MMKA,21
11,DR.RADHAKRISHNAN NAGAR,R.ethiraj,MALE,51,GENERAL,IND,44,0,44,0.02,199394,IND,23
11,DR.RADHAKRISHNAN NAGAR,D.karthikeyan,MALE,26,GENERAL,SAP,44,0,44,0.02,199394,SAP,22
11,DR.RADHAKRISHNAN NAGAR,C.janarthanan,MALE,33,SC,IND,42,0,42,0.02,199394,IND,24
11,DR.RADHAKRISHNAN NAGAR,A. Usha,FEMALE,38,GENERAL,IND,41,0,41,0.02,199394,IND,25
11,DR.RADHAKRISHNAN NAGAR,R.devakumar,MALE,36,SC,IND,39,1,40,0.02,199394,IND,27
11,DR.RADHAKRISHNAN NAGAR,V.shankar,MALE,63,GENERAL,IND,40,0,40,0.02,199394,IND,26
11,DR.RADHAKRISHNAN NAGAR,R. Muthu Chella Bharathi,MALE,38,GENERAL,IND,39,0,39,0.02,199394,IND,28
11,DR.RADHAKRISHNAN NAGAR,D. Janarthanan,MALE,43,SC,IND,37,0,37,0.02,199394,IND,29
11,DR.RADHAKRISHNAN NAGAR,R.tamilarasan,MALE,34,GENERAL,IND,36,0,36,0.02,199394,IND,30
11,DR.RADHAKRISHNAN NAGAR,P. Marimuthu,MALE,70,GENERAL,IND,35,0,35,0.02,199394,IND,31
11,DR.RADHAKRISHNAN NAGAR,V. Madhan Mohan,MALE,35,GENERAL,IND,35,0,35,0.02,199394,IND,32
11,DR.RADHAKRISHNAN NAGAR,D. Ajith Kumar,MALE,26,GENERAL,IND,31,1,32,0.02,199394,IND,33
11,DR.RADHAKRISHNAN NAGAR,Amudha.n,FEMALE,43,GENERAL,IND,30,0,30,0.02,199394,IND,34
11,DR.RADHAKRISHNAN NAGAR,J.vijayan,MALE,42,GENERAL,IND,25,1,26,0.01,199394,IND,35
11,DR.RADHAKRISHNAN NAGAR,Tamilselvan,MALE,27,SC,IND,25,0,25,0.01,199394,IND,37
11,DR.RADHAKRISHNAN NAGAR,K. Sujith,MALE,31,GENERAL,IND,25,0,25,0.01,199394,IND,36
11,DR.RADHAKRISHNAN NAGAR,S.emmanuvel,MALE,42,SC,IND,24,0,24,0.01,199394,IND,38
11,DR.RADHAKRISHNAN NAGAR,G. Madhan Kumar,MALE,36,GENERAL,IND,17,0,17,0.01,199394,IND,39
12,PERAMBUR,C. Joseph Vijay,MALE,52,GENERAL,TVK,119785,580,120365,53.18,226345,TVK+,1
12,PERAMBUR,R.d. Shekar,MALE,59,GENERAL,DMK,66080,570,66650,29.45,226345,DMK+,2
12,PERAMBUR,M. Thilagabama,FEMALE,56,GENERAL,PMK,8471,90,8561,3.78,226345,ADMK+,3
12,PERAMBUR,S. Vetri Thamizhan,MALE,40,GENERAL,NTK,5080,34,5114,2.26,226345,NTK,4
12,PERAMBUR,Nota,,,,NOTA,598,3,601,0.27,226345,NOTA,5
12,PERAMBUR,A. Rajaram,MALE,51,SC,RPPRINAT,255,1,256,0.11,226345,RPPRINAT,6
12,PERAMBUR,G. Ruthra Kumar,MALE,33,GENERAL,IND,235,3,238,0.11,226345,IND,7
12,PERAMBUR,Agni Aalvar,MALE,45,GENERAL,IND,227,3,230,0.1,226345,IND,8
12,PERAMBUR,Vijay,MALE,29,GENERAL,AIJYMKG,207,9,216,0.1,226345,AIJYMKG,9
12,PERAMBUR,Vetri Vel Selvam,MALE,32,GENERAL,BSP,172,2,174,0.08,226345,BSP,10
12,PERAMBUR,V. Raji,MALE,50,GENERAL,IND,141,7,148,0.07,226345,IND,11
12,PERAMBUR,Bowdharaj,MALE,53,SC,IND,118,0,118,0.05,226345,IND,12
12,PERAMBUR,J. Sebastin,MALE,49,GENERAL,SUCI,100,1,101,0.04,226345,SUCI,13
12,PERAMBUR,D.v. Venugopal,MALE,55,GENERAL,tavk,97,1,98,0.04,226345,tavk,14
12,PERAMBUR,Dr.d. Madan,MALE,28,GENERAL,IND,95,0,95,0.04,226345,IND,15
12,PERAMBUR,K.m. Devan,MALE,41,GENERAL,MMRSK,94,0,94,0.04,226345,MMRSK,16
12,PERAMBUR,B. Balaji,MALE,37,GENERAL,IND,93,0,93,0.04,226345,IND,17
12,PERAMBUR,Vijay. G,MALE,35,GENERAL,IND,89,1,90,0.04,226345,IND,18
12,PERAMBUR,Azarutheen.m,FEMALE,37,GENERAL,IND,78,0,78,0.03,226345,IND,19
12,PERAMBUR,P. Thangamani,MALE,61,GENERAL,IND,78,0,78,0.03,226345,IND,20
12,PERAMBUR,S. Joseph,MALE,65,GENERAL,IND,77,0,77,0.03,226345,IND,21
12,PERAMBUR,Ashlin Belmen .a.s,MALE,29,GENERAL,TMGMK,70,1,71,0.03,226345,TMGMK,22
12,PERAMBUR,Nivetha,FEMALE,32,GENERAL,IND,70,0,70,0.03,226345,IND,23
12,PERAMBUR,P. Ponraj,MALE,56,GENERAL,IND,62,1,63,0.03,226345,IND,24
12,PERAMBUR,Dr.g. Moorthy,MALE,46,SC,IND,52,1,53,0.02,226345,IND,25
12,PERAMBUR,R. Jayaseelan,MALE,60,GENERAL,IND,51,0,51,0.02,226345,IND,26
12,PERAMBUR,M. Geeta,FEMALE,39,GENERAL,TK,47,0,47,0.02,226345,TK,27
12,PERAMBUR,S. Sureshkumar,MALE,42,SC,MKat,45,1,46,0.02,226345,MKat,28
12,PERAMBUR,M. Joseph,MALE,49,GENERAL,IND,43,0,43,0.02,226345,IND,29
12,PERAMBUR,M. Kadhiravan,MALE,58,GENERAL,IND,41,0,41,0.02,226345,IND,30
12,PERAMBUR,Dr.r. Saravana Perumal,MALE,52,GENERAL,MANAK,39,0,39,0.02,226345,MANAK,31
12,PERAMBUR,M.i. Thahira Banu,FEMALE,46,GENERAL,IND,32,1,33,0.01,226345,IND,32
12,PERAMBUR,Amala.r,FEMALE,58,GENERAL,IND,31,1,32,0.01,226345,IND,33
12,PERAMBUR,S. Malathi,FEMALE,28,SC,VTVTK,32,0,32,0.01,226345,VTVTK,34
12,PERAMBUR,Reegan Prabhu,MALE,37,SC,IND,31,0,31,0.01,226345,IND,35
12,PERAMBUR,Sivakumar.v,MALE,39,GENERAL,TTNP,30,0,30,0.01,226345,TTNP,36
12,PERAMBUR,H. Dhanasekar,MALE,43,SC,IND,28,0,28,0.01,226345,IND,37
12,PERAMBUR,B. Venkatesan,MALE,47,SC,IND,26,0,26,0.01,226345,IND,38
12,PERAMBUR,S. Michael,MALE,41,GENERAL,IND,24,0,24,0.01,226345,IND,39
12,PERAMBUR,S. Rajesh Kumar,MALE,51,GENERAL,IND,21,0,21,0.01,226345,IND,40
